Slekt	Art	PopulærnavnBokmål	PopulærnavnNynorsk
Sphagnum	teres	beitetorvmose	beitetorvmose
Sphagnum	teres	beitetorvmose	beitetorvmose
Sphagnum	teres	beitetorvmose	beitetorvmose
Sphagnum	teres	beitetorvmose	beitetorvmose
Sphagnum	teres	beitetorvmose	beitetorvmose
Sphagnum	teres	beitetorvmose	beitetorvmose
Sphagnum	teres	beitetorvmose	beitetorvmose
Euphrasia	arctica	beiteøyentrøst	beiteaugnetrøst
Euphrasia	brevipila	beiteøyentrøst	beiteaugnetrøst
Euphrasia	officinalis	beiteøyentrøst	beiteaugnetrøst
Euphrasia	stricta	beiteøyentrøst	beiteaugnetrøst
Euphrasia	tenuis	beiteøyentrøst	beiteaugnetrøst
Grimmia	longidens	bekblomstermose	bekblomstermose
Schistidium	trichodon	bekblomstermose	bekblomstermose
Schistidium	trichodon	bekblomstermose	bekblomstermose
Grimmia	trichodon	bekblomstermose	bekblomstermose
Rhynchostegium	teesdalei	bekkeagnemose	bekkeagnemose
Rhynchostegiella	teesdalei	bekkeagnemose	bekkeagnemose
Hypnum	teesdalei	bekkeagnemose	bekkeagnemose
Eurhynchium	teesdalei	bekkeagnemose	bekkeagnemose
Rhynchostegiella	teneriffae	bekkeagnemose	bekkeagnemose
Caltha	palustris	bekkeblom	bekkeblom
Schistidium	alpicola	bekkeblomstermose	bekkeblomstermose
Schistidium	alpicola	bekkeblomstermose	bekkeblomstermose
Schistidium	alpicola	bekkeblomstermose	bekkeblomstermose
Grimmia	alpicola	bekkeblomstermose	bekkeblomstermose
Grimmia	alpicola	bekkeblomstermose	bekkeblomstermose
Grimmia	alpicola	bekkeblomstermose	bekkeblomstermose
Grimmia	apocarpa	bekkeblomstermose	bekkeblomstermose
Grimmia	apocarpa	bekkeblomstermose	bekkeblomstermose
Grimmia	apocarpa	bekkeblomstermose	bekkeblomstermose
Schistidium	apocarpum	bekkeblomstermose	bekkeblomstermose
Schistidium	apocarpum	bekkeblomstermose	bekkeblomstermose
Grimmia	helvetica	bekkeblomstermose	bekkeblomstermose
Schistidium	latifolium	bekkeblomstermose	bekkeblomstermose
Grimmia	platyphylla	bekkeblomstermose	bekkeblomstermose
Schistidium	rivulare	bekkeblomstermose	bekkeblomstermose
Schistidium	rivulare	bekkeblomstermose	bekkeblomstermose
Grimmia	rivularis	bekkeblomstermose	bekkeblomstermose
Jungermannia	polyanthos	bekkeblonde	bekkeblonde
Chiloscyphus	polyanthos	bekkeblonde	bekkeblonde
Grimmia	aquatica	bekkegråmose	bekkegråmose
Trichostomum	aquaticum	bekkegråmose	bekkegråmose
Racomitrium	aquaticum	bekkegråmose	bekkegråmose
Trichostomum	fasciculare	bekkegråmose	bekkegråmose
Trichostomum	fasciculare	bekkegråmose	bekkegråmose
Trichostomum	protensum	bekkegråmose	bekkegråmose
Racomitrium	protensum	bekkegråmose	bekkegråmose
Jungermannia	medelpadica	bekkehoggtann	bekkehoggtann
Sphenolobus	medelpadicus	bekkehoggtann	bekkehoggtann
Tritomaria	polita	bekkehoggtann	bekkehoggtann
Tritomaria	polita	bekkehoggtann	bekkehoggtann
Tritomaria	polita	bekkehoggtann	bekkehoggtann
Saccobasis	polita	bekkehoggtann	bekkehoggtann
Lophozia	polita	bekkehoggtann	bekkehoggtann
Jungermannia	polita	bekkehoggtann	bekkehoggtann
Diplophyllum	politum	bekkehoggtann	bekkehoggtann
Sphenolobus	politus	bekkehoggtann	bekkehoggtann
Sphenolobus	politus	bekkehoggtann	bekkehoggtann
Sphenolobus	politus	bekkehoggtann	bekkehoggtann
Cardamine	amara	bekkekarse	bekkekarse
Fissidens	adianthoides	bekkelommemose	bekkelommemose
Fissidens	polyphyllus	bekkelommemose	bekkelommemose
Hypnum	flagellare	bekkelundmose	bekkelundmose
Brachythecium	glauculum	bekkelundmose	bekkelundmose
Bryhnia	nitida	bekkelundmose	bekkelundmose
Brachythecium	oxyrrhynchum	bekkelundmose	bekkelundmose
Sciuro-hypnum	plumosum	bekkelundmose	bekkelundmose
Hypnum	plumosum	bekkelundmose	bekkelundmose
Brachythecium	plumosum	bekkelundmose	bekkelundmose
Brachythecium	plumosum	bekkelundmose	bekkelundmose
Brachythecium	plumosum	bekkelundmose	bekkelundmose
Brachythecium	plumosum	bekkelundmose	bekkelundmose
Brachythecium	populeum	bekkelundmose	bekkelundmose
Brachythecium	populeum	bekkelundmose	bekkelundmose
Brachythecium	populeum	bekkelundmose	bekkelundmose
Brachythecium	populeum	bekkelundmose	bekkelundmose
Brachythecium	populeum	bekkelundmose	bekkelundmose
Brachythecium	populeum	bekkelundmose	bekkelundmose
Brachythecium	populeum	bekkelundmose	bekkelundmose
Hypnum	pseudoplumosum	bekkelundmose	bekkelundmose
Brachythecium	pseudoplumosum	bekkelundmose	bekkelundmose
Hypnum	salebrosum	bekkelundmose	bekkelundmose
Hypnum	saltense	bekkelundmose	bekkelundmose
Hypnum	stellatum	bekkelundmose	bekkelundmose
Oxyrrhynchium	speciosum	bekkemoldmose	bekkemoldmose
Eurhynchium	speciosum	bekkemoldmose	bekkemoldmose
Rhizomnium	punctatum	bekkerundmose	bekkerundmose
Mnium	punctatum	bekkerundmose	bekkerundmose
Mnium	punctatum	bekkerundmose	bekkerundmose
Bryum	punctatum	bekkerundmose	bekkerundmose
Astrophyllum	punctatum	bekkerundmose	bekkerundmose
Saxifraga	rivularis	bekkesildre	bekkesildre
Dicranum	pellucidum	bekkesildremose	bekkesildremose
Dicranum	pellucidum	bekkesildremose	bekkesildremose
Dichodontium	pellucidum	bekkesildremose	bekkesildremose
Dichodontium	pellucidum	bekkesildremose	bekkesildremose
Dichodontium	pellucidum	bekkesildremose	bekkesildremose
Dichodontium	pellucidum	bekkesildremose	bekkesildremose
Dichodontium	pellucidum	bekkesildremose	bekkesildremose
Dichodontium	pellucidum	bekkesildremose	bekkesildremose
Dichodontium	pellucidum	bekkesildremose	bekkesildremose
Dichodontium	pellucidum	bekkesildremose	bekkesildremose
Leptodontium	subalpinum	bekkesildremose	bekkesildremose
Dichodontium	subflavescens	bekkesildremose	bekkesildremose
Hypnum	inundatum	bekkeskeimose	bekkeskeimose
Hypnum	prolixum	bekkeskeimose	bekkeskeimose
Rhynchostegium	riparioides	bekkeskeimose	bekkeskeimose
Platyhypnidium	riparioides	bekkeskeimose	bekkeskeimose
Hypnum	riparioides	bekkeskeimose	bekkeskeimose
Eurhynchium	riparioides	bekkeskeimose	bekkeskeimose
Hypnum	ruscifolium	bekkeskeimose	bekkeskeimose
Rhynchostegium	rusciforme	bekkeskeimose	bekkeskeimose
Rhynchostegium	rusciforme	bekkeskeimose	bekkeskeimose
Rhynchostegium	rusciforme	bekkeskeimose	bekkeskeimose
Platyhypnidium	rusciforme	bekkeskeimose	bekkeskeimose
Hypnum	rusciforme	bekkeskeimose	bekkeskeimose
Eurhynchium	rusciforme	bekkeskeimose	bekkeskeimose
Eurhynchium	rusciforme	bekkeskeimose	bekkeskeimose
Eurhynchium	tenuinerve	bekkeskeimose	bekkeskeimose
Solenostoma	atrovirens	bekkesleivmose	bekkesleivmose
Jungermannia	atrovirens	bekkesleivmose	bekkesleivmose
Jungermannia	atrovirens	bekkesleivmose	bekkesleivmose
Jungermannia	atrovirens	bekkesleivmose	bekkesleivmose
Jungermannia	atrovirens	bekkesleivmose	bekkesleivmose
Jungermannia	atrovirens	bekkesleivmose	bekkesleivmose
Haplozia	atrovirens	bekkesleivmose	bekkesleivmose
Haplozia	atrovirens	bekkesleivmose	bekkesleivmose
Aplozia	atrovirens	bekkesleivmose	bekkesleivmose
Jungermannia	clavifolia	bekkesleivmose	bekkesleivmose
Jungermannia	cordifolia	bekkesleivmose	bekkesleivmose
Jungermannia	lanceolata	bekkesleivmose	bekkesleivmose
Jungermannia	potamophila	bekkesleivmose	bekkesleivmose
Jungermannia	pumila	bekkesleivmose	bekkesleivmose
Jungermannia	riparia	bekkesleivmose	bekkesleivmose
Jungermannia	riparia	bekkesleivmose	bekkesleivmose
Jungermannia	riparia	bekkesleivmose	bekkesleivmose
Jungermannia	riparia	bekkesleivmose	bekkesleivmose
Haplozia	riparia	bekkesleivmose	bekkesleivmose
Haplozia	riparia	bekkesleivmose	bekkesleivmose
Haplozia	riparia	bekkesleivmose	bekkesleivmose
Aplozia	riparia	bekkesleivmose	bekkesleivmose
Jungermannia	sphaerocarpoidea	bekkesleivmose	bekkesleivmose
Haplozia	sphaerocarpoidea	bekkesleivmose	bekkesleivmose
Aplozia	sphaerocarpoidea	bekkesleivmose	bekkesleivmose
Solenostoma	sphaerocarpoideum	bekkesleivmose	bekkesleivmose
Solenostoma	triste	bekkesleivmose	bekkesleivmose
Jungermannia	tristis	bekkesleivmose	bekkesleivmose
Haplozia	tristis	bekkesleivmose	bekkesleivmose
Haplozia	tristis	bekkesleivmose	bekkesleivmose
Aplozia	tristis	bekkesleivmose	bekkesleivmose
Stellaria	alsine	bekkestjerneblom	bekkestjerneblom
Stellaria	uliginosa	bekkestjerneblom	bekkestjerneblom
Cirsium	rivulare	bekketistel	bekketistel
Cirsium	tricephalodes	bekketistel	bekketistel
Scapania	atrata	bekketvebladmose	bekketvebladmose
Scapania	dentata	bekketvebladmose	bekketvebladmose
Scapania	dentata	bekketvebladmose	bekketvebladmose
Scapania	dentata	bekketvebladmose	bekketvebladmose
Scapania	dentata	bekketvebladmose	bekketvebladmose
Scapania	dentata	bekketvebladmose	bekketvebladmose
Scapania	dentata	bekketvebladmose	bekketvebladmose
Radula	dentata	bekketvebladmose	bekketvebladmose
Martinellia	dentata	bekketvebladmose	bekketvebladmose
Scapania	douinii	bekketvebladmose	bekketvebladmose
Scapania	heterophylla	bekketvebladmose	bekketvebladmose
Scapania	intermedia	bekketvebladmose	bekketvebladmose
Scapania	nemorosa	bekketvebladmose	bekketvebladmose
Scapania	nemorosa	bekketvebladmose	bekketvebladmose
Jungermannia	nemorosa	bekketvebladmose	bekketvebladmose
Scapania	oakesii	bekketvebladmose	bekketvebladmose
Scapania	oseensis	bekketvebladmose	bekketvebladmose
Scapania	paludosa	bekketvebladmose	bekketvebladmose
Scapania	paludosa	bekketvebladmose	bekketvebladmose
Scapania	purpurascens	bekketvebladmose	bekketvebladmose
Martinellia	purpurascens	bekketvebladmose	bekketvebladmose
Martinellia	purpurascens	bekketvebladmose	bekketvebladmose
Scapania	speciosa	bekketvebladmose	bekketvebladmose
Scapania	splendens	bekketvebladmose	bekketvebladmose
Scapania	squarrosula	bekketvebladmose	bekketvebladmose
Scapania	suecica	bekketvebladmose	bekketvebladmose
Scapania	undulata	bekketvebladmose	bekketvebladmose
Scapania	undulata	bekketvebladmose	bekketvebladmose
Scapania	undulata	bekketvebladmose	bekketvebladmose
Scapania	undulata	bekketvebladmose	bekketvebladmose
Scapania	undulata	bekketvebladmose	bekketvebladmose
Scapania	undulata	bekketvebladmose	bekketvebladmose
Scapania	undulata	bekketvebladmose	bekketvebladmose
Scapania	undulata	bekketvebladmose	bekketvebladmose
Scapania	undulata	bekketvebladmose	bekketvebladmose
Scapania	undulata	bekketvebladmose	bekketvebladmose
Scapania	undulata	bekketvebladmose	bekketvebladmose
Scapania	undulata	bekketvebladmose	bekketvebladmose
Scapania	undulata	bekketvebladmose	bekketvebladmose
Scapania	undulata	bekketvebladmose	bekketvebladmose
Scapania	undulata	bekketvebladmose	bekketvebladmose
Scapania	undulata	bekketvebladmose	bekketvebladmose
Scapania	undulata	bekketvebladmose	bekketvebladmose
Martinellia	undulata	bekketvebladmose	bekketvebladmose
Martinellia	undulata	bekketvebladmose	bekketvebladmose
Martinellia	undulata	bekketvebladmose	bekketvebladmose
Martinellia	undulata	bekketvebladmose	bekketvebladmose
Martinellia	undulata	bekketvebladmose	bekketvebladmose
Martinellia	undulata	bekketvebladmose	bekketvebladmose
Martinellia	undulata	bekketvebladmose	bekketvebladmose
Jungermannia	undulata	bekketvebladmose	bekketvebladmose
Jungermannia	undulata	bekketvebladmose	bekketvebladmose
Jungermannia	undulata	bekketvebladmose	bekketvebladmose
Jungermannia	undulata	bekketvebladmose	bekketvebladmose
Veronica	beccabunga	bekkeveronika	bekkeveronika
Bryum	aulacomnioides	bekkevrangmose	bekkevrangmose
Bryum	bimoideum	bekkevrangmose	bekkevrangmose
Mnium	bimum	bekkevrangmose	bekkevrangmose
Bryum	bimum	bekkevrangmose	bekkevrangmose
Bryum	castaneum	bekkevrangmose	bekkevrangmose
Bryum	extenuatum	bekkevrangmose	bekkevrangmose
Bryum	hydrophilum	bekkevrangmose	bekkevrangmose
Bryum	jackii	bekkevrangmose	bekkevrangmose
Bryum	pseudocrispulum	bekkevrangmose	bekkevrangmose
Mnium	pseudotriquetrum	bekkevrangmose	bekkevrangmose
Bryum	pseudotriquetrum	bekkevrangmose	bekkevrangmose
Bryum	pseudotriquetrum	bekkevrangmose	bekkevrangmose
Bryum	pseudotriquetrum	bekkevrangmose	bekkevrangmose
Bryum	pseudotriquetrum	bekkevrangmose	bekkevrangmose
Bryum	pseudotriquetrum	bekkevrangmose	bekkevrangmose
Bryum	pseudotriquetrum	bekkevrangmose	bekkevrangmose
Bryum	pseudotriquetrum	bekkevrangmose	bekkevrangmose
Bryum	pseudotriquetrum	bekkevrangmose	bekkevrangmose
Bryum	pseudotriquetrum	bekkevrangmose	bekkevrangmose
Bryum	pseudotriquetrum	bekkevrangmose	bekkevrangmose
Bryum	rothii	bekkevrangmose	bekkevrangmose
Bryum	steffenii	bekkevrangmose	bekkevrangmose
Bryum	tasmanicum	bekkevrangmose	bekkevrangmose
Bryum	turgens	bekkevrangmose	bekkevrangmose
Bryum	ventricosum	bekkevrangmose	bekkevrangmose
Bryum	ventricosum	bekkevrangmose	bekkevrangmose
Bryum	ventricosum	bekkevrangmose	bekkevrangmose
Bryum	ventricosum	bekkevrangmose	bekkevrangmose
Bryum	ventricosum	bekkevrangmose	bekkevrangmose
Atropa	bella-donna	belladonnaurt	belladonnaurt
Atropa	belladonna	belladonnaurt	belladonnaurt
Allium	scorodoprasum	bendelløk	bendellauk
Allium	scorodoprasum	bendelløk	bendellauk
Dumontia	contorta	bendelsleipe	bendelsleipe
Dumontia	incrassata	bendelsleipe	bendelsleipe
Potamogeton	compressus	bendeltjernaks	bendeltjørnaks
Potamogeton	compressus	bendeltjernaks	bendeltjørnaks
Potamogeton	zosteraefolius	bendeltjernaks	bendeltjørnaks
Potamogeton	zosterifolius	bendeltjernaks	bendeltjørnaks
Potamogeton	zosterifolius	bendeltjernaks	bendeltjørnaks
Berberis	vulgaris	berberis	berberis
Orobanche	lucorum	berberissnylterot	berberissnylterot
Ulmus	glabra	bergalm	bergalm
Ulmus	glabra	bergalm	bergalm
Ulmus	montana	bergalm	bergalm
Sorbus	aria	bergasal	bergasal
Sorbus	aria	bergasal	bergasal
Sorbus	aria	bergasal	bergasal
Sorbus	rupicola	bergasal	bergasal
Aria	rupicola	bergasal	bergasal
Sorbus	salicifolia	bergasal	bergasal
Aster	amellus	bergasters	bergasters
Schedonorus	asper	bergfaks	bergfaks
Bromus	asper	bergfaks	bergfaks
Bromus	benekeni	bergfaks	bergfaks
Bromus	benekenii	bergfaks	bergfaks
Zerna	ramosa	bergfaks	bergfaks
Bromopsis	ramosa	bergfaks	bergfaks
Bromopsis	ramosa	bergfaks	bergfaks
Bromus	ramosus	bergfaks	bergfaks
Schedonorus	serotinus	bergfaks	bergfaks
Bromus	serotinus	bergfaks	bergfaks
Armeria	maritima	bergfjærekoll	bergfjørekoll
Armeria	maritima	bergfjærekoll	bergfjørekoll
Hedera	helix	bergflette	bergflette
Orobanche	hederae	bergflettesnylterot	bergflettesnylterot
Veronica	hederifolia	bergfletteveronika	bergfletteveronika
Jungermannia	albicans	bergfoldmose	bergfoldmose
Jungermannia	taxifolia	bergfoldmose	bergfoldmose
Diplophylleia	taxifolia	bergfoldmose	bergfoldmose
Diplophyllum	taxifolium	bergfoldmose	bergfoldmose
Diplophyllum	taxifolium	bergfoldmose	bergfoldmose
Diplophyllum	taxifolium	bergfoldmose	bergfoldmose
Kiaeria	blyttii	bergfrostmose	bergfrostmose
Dicranum	blyttii	bergfrostmose	bergfrostmose
Dicranum	blyttii	bergfrostmose	bergfrostmose
Dicranum	blyttii	bergfrostmose	bergfrostmose
Arctoa	blyttii	bergfrostmose	bergfrostmose
Cynodontium	limprichtianum	bergfrostmose	bergfrostmose
Dicranum	schistii	bergfrostmose	bergfrostmose
Kiaeria	starkei	bergfrostmose	bergfrostmose
Kiaeria	starkei	bergfrostmose	bergfrostmose
Kiaeria	starkei	bergfrostmose	bergfrostmose
Saxifraga	cotyledon	bergfrue	bergfrue
Pinus	mugo	bergfuru	bergfuru
Pinus	uncinata	bergfuru	bergfuru
Dryptodon	carnosus	berggråmose	berggråmose
Racomitrium	divergens	berggråmose	berggråmose
Grimmia	heterosticha	berggråmose	berggråmose
Trichostomum	heterostichum	berggråmose	berggråmose
Rhacomitrium	heterostichum	berggråmose	berggråmose
Racomitrium	heterostichum	berggråmose	berggråmose
Racomitrium	heterostichum	berggråmose	berggråmose
Racomitrium	heterostichum	berggråmose	berggråmose
Dicranum	saxatile	berggråmose	berggråmose
Erysimum	hieracifolium	berggull	berggull
Erysimum	hieraciifolium	berggull	berggull
Erysimum	strictum	berggull	berggull
Erysimum	virgatum	berggull	berggull
Stereodon	halleri	berghakemose	berghakemose
Hypnum	halleri	berghakemose	berghakemose
Chrysohypnum	halleri	berghakemose	berghakemose
Campylophyllum	halleri	berghakemose	berghakemose
Campylium	halleri	berghakemose	berghakemose
Amblystegium	halleri	berghakemose	berghakemose
Hypnum	macounii	berghakemose	berghakemose
Plagiochila	asplenioides	berghinnemose	berghinnemose
Plagiochila	asplenioides	berghinnemose	berghinnemose
Plagiochila	asplenioides	berghinnemose	berghinnemose
Plagiochila	asplenioides	berghinnemose	berghinnemose
Plagiochila	asplenioides	berghinnemose	berghinnemose
Plagiochila	asplenioides	berghinnemose	berghinnemose
Plagiochila	dillenii	berghinnemose	berghinnemose
Jungermannia	dillenii	berghinnemose	berghinnemose
Plagiochila	nodosa	berghinnemose	berghinnemose
Plagiochila	porelloides	berghinnemose	berghinnemose
Plagiochila	porelloides	berghinnemose	berghinnemose
Plagiochila	porelloides	berghinnemose	berghinnemose
Plagiochila	porelloides	berghinnemose	berghinnemose
Plagiochila	porelloides	berghinnemose	berghinnemose
Jungermannia	porelloides	berghinnemose	berghinnemose
Rumex	bryhnii	berghøymol	berghøymole
Rumex	crispus	berghøymol	berghøymole
Rumex	crispus	berghøymol	berghøymole
Rumex	microcarpus	berghøymol	berghøymole
Fumaria	media	bergjordrøyk	bergjordrøyk
Fumaria	muralis	bergjordrøyk	bergjordrøyk
Saxifraga	paniculata	bergjunker	bergjunker
Conocephalum	salebrosum	bergkrokodillemose	bergkrokodillemose
Agrostis	canina	bergkvein	bergkvein
Agrostis	canina	bergkvein	bergkvein
Agrostis	canina	bergkvein	bergkvein
Agrostis	coarctata	bergkvein	bergkvein
Agrostis	hyperborea	bergkvein	bergkvein
Agrostis	pusilla	bergkvein	bergkvein
Agrostis	stricta	bergkvein	bergkvein
Agrostis	tenuifolia	bergkvein	bergkvein
Agrostis	vinealis	bergkvein	bergkvein
Agrostis	vinealis	bergkvein	bergkvein
Dicranum	circinatum	bergljåmose	bergljåmose
Dicranum	circinatum	bergljåmose	bergljåmose
Dicranodontium	circinatum	bergljåmose	bergljåmose
Dicranodontium	subfalcatum	bergljåmose	bergljåmose
Thysanomitrion	uncinatum	bergljåmose	bergljåmose
Dicranum	uncinatum	bergljåmose	bergljåmose
Dicranodontium	uncinatum	bergljåmose	bergljåmose
Dicranodontium	uncinatum	bergljåmose	bergljåmose
Cystopteris	baenitzii	berglok	berglok
Cystopteris	dickieana	berglok	berglok
Cystopteris	fragilis	berglok	berglok
Cystopteris	fragilis	berglok	berglok
Taraxacum	microceras	bergløvetann	bergløvetann
Taraxacum	simulum	bergløvetann	bergløvetann
Epilobium	collinum	bergmjølke	bergmjølke
Epilobium	montanum	bergmjølke	bergmjølke
Epilobium	montanum	bergmjølke	bergmjølke
Eurhynchium	canariense	bergmoldmose	bergmoldmose
Isothecium	filescens	bergmoldmose	bergmoldmose
Hypnum	filescens	bergmoldmose	bergmoldmose
Eurhynchium	longirostre	bergmoldmose	bergmoldmose
Hypnum	meridionale	bergmoldmose	bergmoldmose
Eurhynchium	meridionale	bergmoldmose	bergmoldmose
Plasteurhynchium	striatulum	bergmoldmose	bergmoldmose
Isothecium	striatulum	bergmoldmose	bergmoldmose
Isothecium	striatulum	bergmoldmose	bergmoldmose
Hypnum	striatulum	bergmoldmose	bergmoldmose
Eurhynchium	striatulum	bergmoldmose	bergmoldmose
Origanum	vulgare	bergmynte	bergmynte
Hypericum	montanum	bergperikum	bergperikum
Didymodon	caespitosum	bergpolstermose	bergpolstermose
Amphoridium	caespitosum	bergpolstermose	bergpolstermose
Amphidium	caespitosum	bergpolstermose	bergpolstermose
Zygodon	caespitosus	bergpolstermose	bergpolstermose
Zygodon	mougeotii	bergpolstermose	bergpolstermose
Anoectangium	mougeotii	bergpolstermose	bergpolstermose
Amphoridium	mougeotii	bergpolstermose	bergpolstermose
Amphidium	mougeotii	bergpolstermose	bergpolstermose
Amphidium	mougeotii	bergpolstermose	bergpolstermose
Ptychodium	decipiens	bergraspmose	bergraspmose
Pseudoleskea	decipiens	bergraspmose	bergraspmose
Lesquereuxia	decipiens	bergraspmose	bergraspmose
Lescuraea	decipiens	bergraspmose	bergraspmose
Pseudoleskea	frigida	bergraspmose	bergraspmose
Lescuraea	frigida	bergraspmose	bergraspmose
Lescuraea	mutabilis	bergraspmose	bergraspmose
Lescuraea	mutabilis	bergraspmose	bergraspmose
Lesquereuxia	saxicola	bergraspmose	bergraspmose
Lescuraea	saxicola	bergraspmose	bergraspmose
Lescuraea	striata	bergraspmose	bergraspmose
Lescuraea	striata	bergraspmose	bergraspmose
Lescuraea	striata	bergraspmose	bergraspmose
Pterogonium	striatum	bergraspmose	bergraspmose
Anomodon	striatus	bergraspmose	bergraspmose
Anomodon	striatus	bergraspmose	bergraspmose
Rosa	cinnamomea	bergrose	bergrose
Rosa	pendulina	bergrose	bergrose
Draba	hirta	bergrublom	bergrublom
Draba	hirta	bergrublom	bergrublom
Draba	norvegica	bergrublom	bergrublom
Draba	norvegica	bergrublom	bergrublom
Draba	norvegica	bergrublom	bergrublom
Draba	rupestris	bergrublom	bergrublom
Draba	rupestris	bergrublom	bergrublom
Draba	trichella	bergrublom	bergrublom
Calamagrostis	epigeios	bergrørkvein	bergrøyrkvein
Arundo	epigeios	bergrørkvein	bergrøyrkvein
Calamagrostis	epigejos	bergrørkvein	bergrøyrkvein
Arundo	epigejos	bergrørkvein	bergrøyrkvein
Calamagrostis	gigantea	bergrørkvein	bergrøyrkvein
Dicranum	congestum	bergsigd	bergsigd
Dicranum	congestum	bergsigd	bergsigd
Dicranum	fuscescens	bergsigd	bergsigd
Dicranum	fuscescens	bergsigd	bergsigd
Dicranum	fuscescens	bergsigd	bergsigd
Dicranum	fuscescens	bergsigd	bergsigd
Dicranum	fuscescens	bergsigd	bergsigd
Dicranum	montanum	bergsigd	bergsigd
Dicranum	rupestre	bergsigd	bergsigd
Dicranum	scoparium	bergsigd	bergsigd
